Agency,Application name,Primary domain,Number of users,Number of licenses,Number of government support staff,Number of contractors,Start of use date,End of use date,is-custom,is-service,Manufacturer,Product/service name,Estimated replacement cost
PSBA,[QAS] Mosaic,Library Management,4,9,0.1,0,01/01/2009 0:00,01/01/2020 0:00,No,No,Information Technology Services Perth (ITS),Mosaic Collections,10000
PSBA,[QAS] Ministerial Correspondence Tracking System,Document and Records Management,100,5000,0,0,01/07/2015 0:00,30/06/2016 0:00,No,No,Bay Technologies,Mincor,150000
PSBA,QLiTE Native Applications,Information Provision,2850,2850,1,9,07/04/2014 0:00,01/07/2017 0:00,Yes,No,"Gridstone, Telstra Managed Service, SMS.",Client Software,4500000
PSBA,Risk Manager,Risk and Issue Management,36,95,0,0,31/03/2014 0:00,31/12/2017 0:00,No,No,Incom,Risk Manager,36750
PSBA,[PSBA] TADPOLE,Time and Attendance,750,750,1.6,0,12/07/2004 0:00,01/07/2016 0:00,Yes,No,Information Plus,TADPOLE,150000
PSBA,QPS Performance Reporting,Information Submission,300,Not reported,0.2,0.1,01/01/2000 0:00,30/06/2020 0:00,Yes,No,SAP,Crystal Reports,130000
PSBA,[PSBA] PSBA SharePoint,Information Provision,Not reported,1,4,0,01/06/2014 0:00,01/01/2018 0:00,No,No,Microsoft,SharePoint,150000
QT,Placeholder,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,No,No,Not reported,Not reported,Not reported
TMR,131940,Information Provision,4100000,Not reported,0.1,0.1,01/01/1990 0:00,01/01/2020 0:00,Yes,No,Unknown,131940,0
TMR,Digital Video Road (DVR),SCIENCE AND ENGINEERING,Not reported,1002,0,1,26/06/2012 0:00,01/01/2016 0:00,Yes,No,TMR,ARMIS - Digital Video Road (DVR),210000
TMR,Taxi Subsidy System (TSS),"Subsidies, Grants, Benefits and Assistance",1500,Not reported,0.75,0.37,22/10/2012 0:00,30/06/2013 0:00,Yes,No,DTMR,Services Group Timecapture &#38; Reporting System,0
TMR,Briefing Note Database,Document and Records Management,100,Not reported,0,0,01/01/1990 0:00,01/01/2020 0:00,Yes,No,TMR,Tracking corro,0
TMR,Qprime   - TMR Web Service,Information Provision,10000,Not reported,0.75,0.37,01/01/2004 0:00,01/01/2020 0:00,Yes,No,TMR,QPrime,924000
TMR,State Penalties Enforcement Registry (SPER)  - TMR Web Service,Budgeting,1200000,Not reported,0.75,0.37,01/01/2000 0:00,30/06/2020 0:00,Yes,No,TMR,State Penalties Enforcement Registry (SPER),0
TMR,Toll Compliance Management (TCM)  - TMR Web Service,Information Provision,4100000,Not reported,0.75,0.37,01/01/2008 0:00,01/01/2020 0:00,Yes,No,DTMR,Toll Compliance Management (TCM),0
TMR,Written Off Vehicle Register (WOVR)  - TMR Web Service,Registrations and Inspections,1500,Not reported,0.75,0.37,01/01/2002 0:00,30/06/2013 0:00,Yes,No,TMR,Written Off Vehicle Register (WOVR) Direct,0
TMR,Work Improvement Notes (TMR WIN),ORGANISATIONAL OPTIMISATION,48,Not reported,0,0,01/06/2009 0:00,01/06/2014 0:00,Yes,No,TMR,WHS tracking system,0
TMR,WHS SHE Salvus,Financial Management,110,Not reported,0.2,0,01/02/2011 0:00,01/02/2016 0:00,Yes,No,Salvus,WHS tracking system,0
TMR,Road Inventory (RI),SCIENCE AND ENGINEERING,Not reported,93,0,2,01/01/1990 0:00,11/01/2017 0:00,No,No,TMR,ARMIS - Road Inventory (RI),1325144
TMR,AutoCAD,Computer-aided Design,300,Not reported,0.1,0,01/06/2008 0:00,01/01/2020 0:00,No,No,Autodesk,AutoCAD 2010,900000
TMR,AutoCAD 2013 Customisation,Computer-aided Design,6,Not reported,0.5,0,30/11/2010 0:00,01/01/2020 0:00,Yes,No,TMR,AutoCAD 2013 Customisation,500000
TMR,AutoCAD Map 3D,Computer-aided Design,300,Not reported,0.5,0,01/06/2003 0:00,01/01/2020 0:00,No,No,Autodesk,AutoCAD Map 3D,550000
TMR,Automated Number Plate Recognition (ANPR),Information Submission,40,0,4.25,0.12,01/01/2010 0:00,01/01/2016 0:00,Yes,No,TMR,Automated Number Plate Recognition (ANPR),210000
TMR,CulvertMaster,"Authorities, Licences, Permits and Awards",3,2,0,0,01/01/2006 0:00,01/01/2020 0:00,No,No,Bentley,Not reported,0
TMR,Case Manager,Enterprise Performance Management,10,10,0,0,1/10/2010 0:00,01/03/2019 0:00,No,No,Unisys,Case Management,275000
TMR,eDAM - Electronic Develeopment Application Management,"Authorities, Licences, Permits and Awards",300,Not reported,0.1,0.1,1/12/2011 0:00,3/10/2016 0:00,Yes,No,Dimension Data,eDAM - Electronic Develeopment Application Management,0
TMR,Interactive Mapping,Information Provision,1000,Not reported,0,0.4,01/01/2010 0:00,01/01/2020 0:00,Yes,No,Unknown,Interactive Mapping,550000
TMR,Pavement Ris System (PAVRISK),SCIENCE AND ENGINEERING,30,Not reported,0,0.1,22/08/2012 0:00,24/02/2017 0:00,Yes,No,TMR,Pavement Ris System (PAVRISK),0
TMR,Portfolio Management System (PFM),Information Provision,300,Not reported,0,0,25/08/2012 0:00,22/09/2016 0:00,No,No,Unknown,Portfolio Management System (PFM),0
TMR,Pursuit,Case Management,177,Not reported,0,0.1,01/09/2012 0:00,2/12/2016 0:00,No,No,Unknown,Pursuit,0
TMR,ReportView,Information Provision,6,Not reported,1,0,1/11/2010 0:00,1/11/2015 0:00,No,No,TMR,N/A,0
TMR,Resolve (RADV),SCIENCE AND ENGINEERING,150,Not reported,0,0.1,11/09/2012 0:00,20/04/2017 0:00,No,No,Unknown,Resolve (RADV),0
TMR,Centreline Update,SCIENCE AND ENGINEERING,Not reported,Not reported,0,0,01/01/1990 0:00,01/01/2020 0:00,No,No,Unknown,ARMIS - Centreline Update,0
TMR,Road Systems Integrator (RII),SCIENCE AND ENGINEERING,2,Not reported,0,0.05,14/09/2012 0:00,01/01/2020 0:00,No,No,TMR,Road Systems Integrator (RII),0
TMR,Work Improvement Notes (Roadtek WIN),ORGANISATIONAL OPTIMISATION,1600,Not reported,0,0,01/06/2009 0:00,01/06/2014 0:00,Yes,No,TMR,Conformance database,0
TMR,Reporting and Performance Management (RPM),"Authorities, Licences, Permits and Awards",552,552,2,3,01/03/2010 0:00,01/01/2017 0:00,Yes,No,TMR,Custom,7500000
TMR,SITAR,SCIENCE AND ENGINEERING,20,Not reported,0,0.2,01/01/1990 0:00,01/01/2020 0:00,No,No,Unknown,SITAR,0
TMR,Statewide Program Investment Delivery Application (SPIDA),Costing,3000,Not reported,0,2,08/05/2012 0:00,08/05/2017 0:00,Yes,No,TMR,Statewide Program Investment Delivery Application,20000000
TMR,Digital Road Network (DRN),SCIENCE AND ENGINEERING,1,Not reported,0,0,01/01/1990 0:00,01/01/2020 0:00,No,No,Unknown,ARMIS - Digital Road Network (DRN),0
TMR,Corptech SAP services (QSS),"Authorities, Licences, Permits and Awards",7500,7500,3,2,01/01/2004 0:00,01/01/2017 0:00,No,No,SAP,SAP,9000000
TMR,SPIDA FAP,Costing,200,Not reported,0,2,01/07/1998 0:00,01/01/2017 0:00,Yes,No,TMR,FAP,0
TMR,STREAMS and SIMS,SCIENCE AND ENGINEERING,Not reported,Not reported,0,0,01/01/1990 0:00,1/12/2025 0:00,Yes,No,Transmax,STREAMS,0
TMR,SPIDA Live,Budgeting,3000,Not reported,0,2,01/07/1998 0:00,01/01/2017 0:00,Yes,No,TMR,SPIDA Live,0
TMR,SPIDA Publish,Budgeting,10,Not reported,0,2,01/07/1997 0:00,01/01/2017 0:00,Yes,No,TMR,SPIDA Publish,0
TMR,Primavera - TIP,Project Portfolio Management,Not reported,Not reported,0,0,01/08/2012 0:00,01/09/2016 0:00,Yes,No,Oracle,TIP - Primavera,2000000
TMR,AutoCAD Mechanical,Information Submission,1,Not reported,0,0,01/06/2003 0:00,01/01/2020 0:00,No,No,Autodesk,AutoCAD Mechanical,50000
TMR,TMR Internet Site,GENERIC SERVICE DELIVERY,4100000,Not reported,0,0,Not reported,Not reported,Yes,No,TMR,Not reported,Not reported
TMR,Transport Models (EMME),SCIENCE AND ENGINEERING,20,15,0,0,01/01/1992 0:00,01/01/2020 0:00,No,No,INRO,EMME,500000
TMR,BOM/IIC extract,Design and Engineering,20,Not reported,2,3,01/03/2010 0:00,01/01/2017 0:00,Yes,No,TMR,BOM/IIC extract,0
TMR,CTP Random Allocation,"Authorities, Licences, Permits and Awards",2,Not reported,0,0,23/06/2005 0:00,01/01/2020 0:00,Yes,No,unknown,Paradox,0
TMR,CTP Uploads,Design and Engineering,5,Not reported,0,0,23/06/2005 0:00,01/01/2020 0:00,Yes,No,unknown,Paradox,0
TMR,DvTEL,SCIENCE AND ENGINEERING,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,No,No,unknown,DvTEL,0
TMR,EBI Solutions,Enterprise Business Intelligence,600,1,6.25,2,01/07/2001 0:00,30/06/2016 0:00,No,No,IBM,"Cognos Business Intelligence, InfoSphere Information Server, Cognos TM1, Cognos SPSS",3000000
TMR,Facial Image Capture,"Authorities, Licences, Permits and Awards",420,Not reported,0,0,1/10/2010 0:00,01/03/2019 0:00,No,No,"Unisys, Face4Systems, Cognitec",Facial Image Capture,1342672
TMR,ArcGIS for Desktop,Modelling and Simulation,10,35,0,0,30/11/2010 0:00,01/01/2030 0:00,No,No,ESRI,ArcGIS for Desktop,0
TMR,Facial Recognition,Information Submission,420,Not reported,0,0,1/10/2010 0:00,01/03/2019 0:00,No,No,"Unisys,DAON,Cognitec",Facial Recognition,2060776
TMR,Forecasting Framework (Datastage & EDW),Enterprise Business Intelligence,Not reported,4,0.75,0,30/09/2014 0:00,30/06/2016 0:00,No,No,IBM,InfoSphere Information Server,1000000
TMR,"Generate Excess Mass Conditions Report (Excess Mass, EXM, XMS) - Online Services","Authorities, Licences, Permits and Awards",Not reported,Not reported,0,0,Not reported,Not reported,Yes,No,TMR,TMR,0
TMR,Generic Payment Service,Payments,4100000,Not reported,0,0,01/01/2001 0:00,30/06/2018 0:00,Yes,No,TMR,Generic Payment Service,0
TMR,Intelligent Access Program  - TMR Web Service,Information Provision,Not reported,Not reported,0,0,01/01/2008 0:00,30/06/2018 0:00,Yes,No,TMR,Intelligent Access Program  - TMR Web Service,0
TMR,Interactive Voice Response  - TMR Web Service,Information Provision,4100000,Not reported,0,0,01/01/2008 0:00,Not reported,Yes,No,TMR,Interactive Voice Response  - TMR Web Service,0
TMR,"ITS, electrical asset system",Customer Service,100,Not reported,0,0,Not reported,Not reported,No,No,Unknown,"ITS, electrical asset system",0
TMR,Microstation,Modelling and Simulation,10,5,0.5,0,Not reported,01/01/2020 0:00,No,No,Bentley,Microstation,0
TMR,MIRS,Modelling and Simulation,40,Not reported,0,0,Not reported,01/01/2020 0:00,Yes,No,TMR,MIRS,0
TMR,Motor Accident Insurance Commission - MAIC Reporting,Information Provision,6,Not reported,0,0,01/07/2003 0:00,01/01/2020 0:00,Yes,No,Corel,Paradox,0
TMR,National Exchange of Vehicle and Driver Information System (NEVDIS) MQ Services,Information Provision,Not reported,Not reported,0,0,01/01/2008 0:00,Not reported,Yes,No,TMR,NEVDIS Stolen,0
TMR,NEVDIS Stolen,"Authorities, Licences, Permits and Awards",Not reported,Not reported,0,0,01/01/2008 0:00,Not reported,No,No,TMR,NEVDIS Stolen,0
TMR,PRISM,Project Scheduling,250,0,0,0,Not reported,01/01/2030 0:00,No,No,Not reported,PRISM,0
TMR,MapInfo Professional,SCIENCE AND ENGINEERING,420,Not reported,0,0,01/07/2003 0:00,1/12/2018 0:00,No,No,Pitney Bowes,MapInfo Professional (CL),0
TMR,PS Info,Case Management,130,0,0,0,Not reported,Not reported,Yes,No,TMR,PS Info,0
TMR,Public Traffic Data System (PTDS),SCIENCE AND ENGINEERING,Not reported,Not reported,0,0,Not reported,Not reported,No,No,Unknown,Public Traffic Data System (PTDS),0
TMR,Registration and Licensing Price Host,"Authorities, Licences, Permits and Awards",11,Not reported,0,0,26/06/1999 0:00,01/01/2020 0:00,Yes,No,unknown,Registration and Licensing Price Host,0
TMR,AutoCAD Civil 3D,Computer-aided Design,6,Not reported,0,0,01/06/2003 0:00,01/01/2020 0:00,No,No,Autodesk,AutoCAD Civil 3D,100000
TMR,RIP Database Archive,Information Provision,3,Not reported,0,2,01/01/1997 0:00,Not reported,Yes,No,TMR,RIP historical databases,0
TMR,Autocad Design Review,Computer-aided Design,1000,Not reported,0,0,01/06/2003 0:00,01/01/2020 0:00,No,No,Autodesk,Autocad Design Review,100000
TMR,Settlement Statement,"Authorities, Licences, Permits and Awards",10,Not reported,0,0,01/01/1998 0:00,30/06/2020 0:00,Yes,No,Not reported,Settlement Statement,0
TMR,RM,Document and Records Management,600,650,0,1,01/01/2008 0:00,30/06/2016 0:00,Yes,No,HP,CHANGED TO: HP Records Manager 8,0
TMR,GoCard,"Authorities, Licences, Permits and Awards",1124000,Not reported,0,0,01/02/2008 0:00,01/02/2016 0:00,Yes,No,Cubic Transportation Systems (Australia) Pty Limited,Integrated public transport ticketing system,100000000
TMR,HASTUS,Scheduling and Bookings,80,2500,1,1,01/07/2010 0:00,01/06/2020 0:00,No,No,Giro Inc.,HASTUS / HASTInfo,5000000
TMR,Online Passenger Information Application  (OPIA),"Authorities, Licences, Permits and Awards",3900000,Not reported,1,1,01/01/2008 0:00,01/03/2017 0:00,Yes,No,TMR/Microsoft,Custom web and app interface into HASTUS passenger information data,0
TMR,TransLink website,GENERIC SERVICE DELIVERY,3700000,Not reported,1,1,01/01/2008 0:00,01/03/2017 0:00,Yes,No,Acquia,"Public facing TransLink informational website built on Drupal CMS-based platform provided by Acquia, hosted by Amazon Web Services",0
TMR,Coorporate Measures,Contract Management,100,Not reported,0.2,0.2,01/01/2004 0:00,1/12/2017 0:00,Yes,No,IBM,Lotus Notes,200000
TMR,Asset Maintenance Management System (AMMS),Enterprise Asset Management,343,Not reported,1,1,01/05/2012 0:00,1/12/2014 0:00,Yes,No,Unknown,Asset Maintenance Management System (AMMS),945000
TMR,Geospatial Information Management System (GIMS) 3.6,Information Provision,Not reported,300,0,0.5,04/07/2012 0:00,01/01/2016 0:00,Yes,No,Unknown,ARMIS - Geospatial Information Management System (GIMS) 3.6,2625000
TMR,ExcessMass,Financial Management,150,Not reported,0.75,0.37,01/07/2012 0:00,30/06/2013 0:00,Yes,No,TMR,ExcessMass,2000000
TMR,Highway 21,Information Provision,200,Not reported,0,0,07/07/2012 0:00,31/03/2016 0:00,Yes,No,TMR,Highway 21,840000
TMR,Projman,SCIENCE AND ENGINEERING,1406,Not reported,1.3,0,28/08/2012 0:00,01/01/2020 0:00,Yes,No,TMR,Projman,1575000
TMR,Roads Implementation Program Application (RIPA),Costing,400,Not reported,0.2,3,16/09/2012 0:00,01/01/2017 0:00,Yes,No,TMR,Roads Implementation Program Application (RIPA),3150000
TMR,Scenario Suite Millenium,"Authorities, Licences, Permits and Awards",Not reported,Not reported,0,0.7,27/09/2012 0:00,01/01/2016 0:00,Yes,No,Unknown,ARMIS - Scenario Suite Millenium,525000
TMR,Weigh in Motion,"Authorities, Licences, Permits and Awards",Not reported,Not reported,0,0,01/01/1990 0:00,01/01/2020 0:00,No,No,Unknown,Unknown,210000
TMR,Works Management System (WMS),Project Portfolio Management,1300,Not reported,0.9,1,14/10/2011 0:00,14/10/2016 0:00,Yes,No,TMR,Works Management System (WMS),2100000
TMR,Bridge Information System (BIS),Information Provision,241,241,0.85,0.12,07/06/2012 0:00,23/05/2017 0:00,Yes,No,Unknown,ARMIS - Bridge Information System (BIS),2100000
TMR,Chartview,Information Provision,600,600,0,0,10/06/2012 0:00,01/01/2020 0:00,No,No,Unknown,ARMIS - Chartview,0
TMR,12d Model Civil Surveying 10x 64,Modelling and Simulation,300,Not reported,1.5,0,23/05/2012 0:00,01/01/2020 0:00,No,No,12D Solutions,12d Model Civil Surveying 10x 64,1400000
TMR,MapView,Information Provision,Not reported,200,0,0.5,18/07/2012 0:00,01/01/2020 0:00,Yes,No,Unknown,ARMIS - MapView,168593
TMR,Pavement Condition System (PAVCON),SCIENCE AND ENGINEERING,Not reported,87,0,0.4,21/08/2012 0:00,24/02/2017 0:00,Yes,No,TMR,ARMIS - Pavement Condition System (PAVCON),2100000
TMR,Road Crash 2 System (RCRASH2),SCIENCE AND ENGINEERING,Not reported,227,0,0.5,01/01/1990 0:00,23/11/2016 0:00,No,No,TMR,ARMIS - Road Crash 2 System (RCRASH2),525000
TMR,Road Maintenance Performance Contract Management System (RMPC),SCIENCE AND ENGINEERING,106,Not reported,0,0.7,02/02/2011 0:00,02/02/2016 0:00,No,No,TMR,ARMIS - Road Maintenance Performance Contract Mana,495665
TMR,Road Reference (RR),SCIENCE AND ENGINEERING,Not reported,126,0,2,22/09/2012 0:00,27/07/2016 0:00,No,No,TMR,ARMIS - Road Reference (RR),2087187
TMR,Roads Information Data Centre (RIDC),Budgeting,Not reported,100,0,1,19/09/2012 0:00,01/01/2020 0:00,Yes,No,Unknown,ARMIS - Roads Information Data Centre (RIDC),0
TMR,Road Asset Valuation Extract (RAVE),SCIENCE AND ENGINEERING,Not reported,1,0,0,07/09/2012 0:00,05/05/2016 0:00,No,No,TMR,ARMIS - Road Asset Valuation Extract (RAVE),269749
TMR,Roadside Impact Severity Calculator (RISC),"Subsidies, Grants, Benefits and Assistance",3,Not reported,0,0,17/09/2012 0:00,01/01/2020 0:00,No,No,Unknown,ARMIS - Roadside Impact Severity Calculator (RISC),315000
TMR,Culvert,Design and Engineering,300,Not reported,0.5,0,6/12/2011 0:00,01/01/2020 0:00,Yes,No,TMR,Not reported,300000
TMR,Transport Registration & Integrated Licensing System (TRAILS),"Authorities, Licences, Permits and Awards",3000,Not reported,3.75,3.12,01/01/1996 0:00,01/06/2017 0:00,Yes,No,TMR,Transport Registration &#38; Integrated Licensing,60000000
TMR,Road Use Management Integrated Information System (RUMIIS),SCIENCE AND ENGINEERING,Not reported,Not reported,0,0,01/01/2006 0:00,01/01/2020 0:00,Yes,No,IBM,Unknown,0
TMR,CIRMS - Commercial Information and Registration Systes,"Authorities, Licences, Permits and Awards",50,Not reported,0.85,0.12,12/06/2012 0:00,04/01/2017 0:00,Yes,No,TMR,Commercial Information and Registration Systes (CIRMS),0
TMR,DocBase3,Document and Records Management,1800,0,0.5,0.01,01/01/2005 0:00,01/06/2015 0:00,Yes,No,IBM,DocBase3,0
TMR,DMS - Document Management System,Document and Records Management,10000,0,0.2,0.2,22/06/2012 0:00,01/01/2020 0:00,Yes,No,IBM,Document Management System (DMS),15750000
TMR,Disabled Parking,Document and Records Management,10,0,0.1,0,21/06/2012 0:00,01/01/2020 0:00,Yes,No,Unknown,Disabled Parking db,200000
TMR,DocTrak,SCIENCE AND ENGINEERING,110,0,0.5,0.5,01/04/2008 0:00,01/06/2015 0:00,Yes,No,IBM,DocTrak,315000
TMR,School Transport Information Management System (STIMS),Budgeting,100,Not reported,2,1,01/01/1990 0:00,01/01/2025 0:00,Yes,No,TMR,STIMS,1000000
TMR,Ship Reporting System (SRS),"Authorities, Licences, Permits and Awards",10,Not reported,0,0,01/01/1990 0:00,01/06/2021 0:00,No,No,Unknown,REEFREP,0
TMR,QSHIPS - Queensland Ship Information Planning System,SCIENCE AND ENGINEERING,Not reported,Not reported,0,0,12/06/2012 0:00,1/12/2020 0:00,No,No,Klein Systems Group,Queensland Ship Information Planning System,0
TMR,Learnzone,Skills Management,10000,Not reported,0,0,01/01/1990 0:00,18/07/2017 0:00,No,No,DOTS Talent Solutions,LearnZone,0
TMR,Transport Research and Information Planning (TRIP),Project Portfolio Management,Not reported,Not reported,0,0,01/01/1990 0:00,01/01/2020 0:00,No,No,Unknown,Unknown,0
TMR,Written Off Vehicle Inspections (WOVI),"Authorities, Licences, Permits and Awards",50,Not reported,0.75,0.37,01/01/2002 0:00,30/06/2013 0:00,Yes,No,TMR,Written Off Vehicle Inspections (WOVI),0
TMR,Electronic Payment Service Financial Administration (EPSFA),"Authorities, Licences, Permits and Awards",20,Not reported,0.75,0.37,01/01/2004 0:00,30/06/2018 0:00,Yes,No,TMR,Electronic Payment Service Financial Administration,0
TMR,Tidal Data Enquiries System (TIDES),Information Provision,9,Not reported,0.1,0,14/10/2012 0:00,30/06/2018 0:00,Yes,No,Unknown,Tidal Data Enquiries System (TIDES),0
TMR,Business Directory,Information Provision,7900,7900,0.1,0.2,01/02/2014 0:00,1/10/2019 0:00,Yes,No,NetIQ,UserApp Whitepages,0
TMR,Generic Payment Service (GPS) Administration,Payments,20,Not reported,0.75,0.37,01/01/2004 0:00,30/06/2018 0:00,Yes,No,TMR,Generic Payment Service (GPS) Administration,0
TMR,Property Search (PSS)  - TMR Web Service,Information Provision,30000,Not reported,0.75,0.37,01/01/1990 0:00,30/06/2020 0:00,Yes,No,TMR,Property Search,0
TMR,Transport Integrated Customer Access (TICA),Information Provision,3000,Not reported,0.75,0.37,01/01/2007 0:00,30/06/2020 0:00,Yes,No,TMR,Transport Integrated Customer Access (TICA),1000000
TMR,Intelligent Access Program (IAP),Information Provision,20,Not reported,0.75,0.37,01/01/2008 0:00,30/06/2018 0:00,Yes,No,TMR,Intelligent Access Program (IAP),0
TMR,Property Search,Information Provision,50,Not reported,0.75,0.37,30/08/2012 0:00,30/06/2020 0:00,Yes,No,TMR,Property Search,0
TMR,RoadCrash - Roadcrash 1,SCIENCE AND ENGINEERING,45,Not reported,0.85,0.12,01/01/1990 0:00,30/06/2014 0:00,Yes,No,TMR,RoadCrash,0
TMR,Property Enquiry,Information Provision,30000,Not reported,0,0,01/06/2004 0:00,01/06/2017 0:00,No,No,TMR,PSS,0
TMR,Service Industry Licensing & Accreditation System (SILAS),"Subsidies, Grants, Benefits and Assistance",300,Not reported,0.85,0.12,01/01/1998 0:00,01/06/2014 0:00,Yes,No,TMR,Service Industry Licensing &#38; Accreditation Sys,0
